user_id,session_id,window_start,window_end,mean_dwell,std_dwell,mean_flight,std_flight,typing_speed,backspace_rate,pause_count,mean_pressure,gyro_std,raw_score,mapped_class,predicted_class
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U06,fc41f45f-cd58-42c5-90d0-b1267e48ca62,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,CALM
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,MILD_STRESS
U03,9974cf15-0fb5-47d4-a88d-cbbf8b84fcb9,100000.0,100000.0,73.958336,28.34856,305.41025,325.12622,131.57895,0.0952381,0.0,0.5,0.09285995,1.0,,HIGH_STRESS
